,Quote,Author,Main Tag,Other Tags
99,"“Maybe the truth is, there's a little bit of loser in all of us. Being happy isn't having everything in your life be perfect. Maybe it's about stringing together all the little things.”","― Ann Brashares, The Sisterhood of the Traveling Pants",happiness,"[' bailey, happiness, loser, sisterhood']"
100,"“We don’t even ask happiness, just a little less pain.”",― Charles Bukowski,happiness,"[' bukowski, happiness, pain, unhappiness, unhappy']"
101,“There are two ways to get enough. One is to continue to accumulate more and more. The other is to desire less.”,― G.K. Chesterton,happiness,"[' happiness, satisfaction, serenity']"
102,"“Those who are not looking for happiness are the most likely to find it, because those who are searching forget that the surest way to be happy is to seek happiness for others.”",― Martin Luther King Jr.,happiness,[' happiness']
103,"“Sadness gives depth. Happiness gives height. Sadness gives roots. Happiness gives branches. Happiness is like a tree going into the sky, and sadness is like the roots going down into the womb of the earth. Both are needed, and the higher a tree goes, the deeper it goes, simultaneously. The bigger the tree, the bigger will be its roots. In fact, it is always in proportion. That's its balance.”","― Osho Rajneesh, Everyday Osho: 365 Daily Meditations for the Here and Now",happiness,"[' happiness, life, sadness']"
104,"“Happiness is an accident of nature, a beautiful and flawless aberration.”","― Pat Conroy, The Lords of Discipline",happiness,[' happiness']
105,"“Stop giving other people the power to control your happiness, your mind, and your life. If you don't take control of yourself and your own life, someone else is bound to try.”","― Roy T. Bennett, The Light in the Heart",happiness,"[' happiness, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, mind, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking']"
106,"“This planet has - or rather had - a problem, which was this: most of the people living on it were unhappy for pretty much of the time. Many solutions were suggested for this problem, but most of these were largely concerned with the movement of small green pieces of paper, which was odd because on the whole it wasn't the small green pieces of paper that were unhappy.”","― Douglas Adams, The Hitchhiker's Guide to the Galaxy",happiness,"[' happiness, money']"
107,“Whoever is happy will make others happy.”,"― Anne Frank, The Diary of a Young Girl",happiness,[' happiness']
108,"“You’ll learn, as you get older, that rules are made to be broken. Be bold enough to live life on your terms, and never, ever apologize for it. Go against the grain, refuse to conform, take the road less traveled instead of the well-beaten path. Laugh in the face of adversity, and leap before you look. Dance as though EVERYBODY is watching. March to the beat of your own drummer. And stubbornly refuse to fit in.”","― Mandy Hale, The Single Woman: Life, Love, and a Dash of Sass",happiness,"[' adversity, authenticity, being-yourself, boldness, breaking-the-rules, chances, dance, dancing, finding-yourself, fitting-in, getting-older, go-against-the-grain, happiness, journey-of-life, laughter, lessons, lessons-learned, life-lessons, living-life-on-your-own-terms, loving-yourself, non-conformity, overcoming-adversity, positive-thinking, road-less-traveled, rules, standing-out, taking-chances, the-single-woman, uniqueness']"
109,"“The secret of happiness is freedom, the secret of freedom is courage.”","― Carrie Jones, Need",happiness,"[' courage, freedom, happiness']"
110,"“I'm choosing happiness over suffering, I know I am. I'm making space for the unknown future to fill up my life with yet-to-come surprises.”","― Elizabeth Gilbert, Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",happiness,"[' future, happiness, space']"
111,“Laughter is poison to fear.”,"― George R.R. Martin, A Game of Thrones",happiness,"[' a-game-of-thrones, catelyn-stark, fear, george-r-r-martin, happiness, laughter, poison, wise']"
112,“I have a million things to talk to you about. All I want in this world is you. I want to see you and talk. I want the two of us to begin everything from the beginning.”,"― Haruki Murakami, Norwegian Wood",happiness,"[' happiness, love']"
113,"“Keep your best wishes, close to your heart and watch what happens”","― Tony DeLiso, Legacy: The Power Within",happiness,"[' abundance, balance, better, book, change, empowerment, expression, freedom, fulfillment, fun, greater, happiness, health, help, hope, improvement, joy, life, love, meditation, money, more, peace, perfect, power, relaxation, self, self-expression, self-help-book, self-improvement-book, self-realization, success, wealth, your']"
114,“It is the very mark of the spirit of rebellion to crave for happiness in this life”,"― Henrik Ibsen, Ghosts",happiness,[' happiness']
115,"“I will not try to convince you to love me, to respect me, to commit to me. I deserve better than that; I AM BETTER THAN THAT...Goodbye.”","― Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience",happiness,"[' breakup, commit, deserve, goodbye, happiness, inspirational, life, love, motivational, relationship, respect']"
116,"“Happiness is not a possession to be prized, it is a quality of thought, a state of mind.”","― Daphne Du Maurier, Rebecca",happiness,[' happiness']
117,"“After all, what is happiness? Love, they tell me. But love doesn't bring and never has brought happiness. On the contrary, it's a constant state of anxiety, a battlefield; it's sleepless nights, asking ourselves all the time if we're doing the right thing. Real love is composed of ecstasy and agony.”","― Paulo Coelho, The Witch of Portobello",happiness,"[' anxiety, happiness, love, torment']"
118,"“Letting go gives us freedom, and freedom is the only condition for happiness. If, in our heart, we still cling to anything - anger, anxiety, or possessions - we cannot be free.”","― Thich Nhat Hanh, The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",happiness,"[' anger, buddhism, freedom, happiness, peace']"
119,“A mathematical formula for happiness:Reality divided by Expectations.There were two ways to be happy:improve your reality or lower your expectations.”,"― Jodi Picoult, Nineteen Minutes",happiness,"[' advice, happiness, inspirational, mathematical']"
120,"“A smile puts you on the right track. A smile makes the world a beautiful place. When you lose your smile, you lose your way in the chaos of life.”","― Roy T. Bennett, The Light in the Heart",happiness,"[' happiness, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, smile, smiles, smiling']"
121,“I think happiness is what makes you pretty. Period. Happy people are beautiful. They become like a mirror and they reflect that happiness.”,― Drew Barrymore,happiness,"[' beauty, happiness']"
122,"“I have no faith in human perfectibility. I think that human exertion will have no appreciable effect upon humanity. Man is now only more active - not more happy - nor more wise, than he was 6000 years ago.”",― Edgar Allan Poe,happiness,"[' happiness, human-nature, humanity, perfection, time']"
123,“Happiness is not a goal...it's a by-product of a life well lived.”,― Eleanor Roosevelt,happiness,"[' contentment, goals, happiness, life, satisfaction']"
124,"“Action may not always bring happiness, but there is no happiness without action. ”",― William James,happiness,"[' action, happiness, motivational, work']"
125,"“Don’t sacrifice yourself too much, because if you sacrifice too much there’s nothing else you can give and nobody will care for you.”",― Karl Lagerfeld,happiness,"[' altruism, care, caring, designer, ego, happiness, life, love, nobody, self-love, self-sacrifice, selfish, wisdom']"
126,"“Perfectionism is the enemy of happiness. Embrace being perfectly imperfect. Learn from your mistakes and forgive yourself, you’ll be happier. We make mistakes because we are imperfect. Learn from your mistakes, forgive yourself, and keep moving forward.”","― Roy T. Bennett, The Light in the Heart",happiness,"[' happiness, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, learning, life, life-and-living, life-lessons, life-quotes, living, mistake, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking']"
127,"“I, not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead, tomorrow hasn't arrived yet. I have just one day, today, and I'm going to be happy in it.”","― Groucho Marx, The Essential Groucho: Writings For By And About Groucho Marx",happiness,"[' carpe-diem, happiness, live-in-the-moment, self-determination']"
128,“You are in charge of your own happiness; you don't need to wait for other people's permission to be happy.”,"― Roy T. Bennett, The Light in the Heart",happiness,"[' happiness, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking']"
129,“People are unhappy when they get something too easily. You have to sweat--that's the only moral they know.”,"― Dany Laferrière, I am a Japanese Writer",happiness,"[' happiness, life']"
130,"“Children are happy because they don't have a file in their minds called ""All the Things That Could Go Wrong.”",― Marianne Williamson,happiness,[' happiness']
131,"“The trouble is that we have a bad habit, encouraged by pedants and sophisticates, of considering happiness as something rather stupid. Only pain is intellectual, only evil interesting. This is the treason of the artist; a refusal to admit the banality of evil and the terrible boredom of pain.”","― Ursula K. LeGuin, The Ones Who Walk Away from Omelas",happiness,"[' art, artists, evil, happiness, pain']"
132,"“With all its sham, drudgery, and broken dreams,",it is still a beautiful world.,happiness,"[' happiness, inspirational, philosophical']"
133,“The power of finding beauty in the humblest things makes home happy and life lovely.”,― Louisa May Alcott,happiness,"[' beauty, happiness, inspirational, love']"
134,"“Wealth consists not in having great possessions, but in having few wants.”",― Epictetus,happiness,"[' contentment, happiness, money, wealth']"
135,"“I find the best way to love someone is not to change them, but instead, help them reveal the greatest version of themselves.”","― Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience",happiness,"[' be-yourself, change, choices, compassion, greatest-version, happiness, helping, love, relationships, success']"
136,“Very little is needed to make a happy life; it is all within yourself in your way of thinking.”,"― Marcus Aurelius, Meditations",happiness,"[' choice, happiness']"
