,Quote,Author,Main Tag,Other Tags
21,"“Trees are poems the earth writes upon the sky, We fell them down and turn them into paper,",That we may record our emptiness.”,poetry,"[' poetry, wisdom']"
22,"“One ought, every day at least, to hear a little song, read a good poem, see a fine picture, and, if it were possible, to speak a few reasonable words.”","― Johann Wolfgang von Goethe, Wilhelm Meister's Apprenticeship",poetry,"[' art, good-life, music, poetry, self-improvement']"
23,"“I crave your mouth, your voice, your hair.","Silent and starving, I prowl through the streets.",poetry,"[' love, poetry']"
24,“If you are a dreamer come in,If you are a dreamer a wisher a liar,poetry,"[' dreamer, imagination, liar, make-believe, poetry, wisher, wishes']"
25,“What is that you express in your eyes? It seems to me more than all the print I have read in my life.”,― Walt Whitman,poetry,[' poetry']
26,“I shut my eyes and all the world drops dead;,I lift my eyes and all is born again.”,poetry,[' poetry']
27,“Still round the corner there may wait,A new road or a secret gate,poetry,"[' books, poetry']"
28,"“She seems so cool, so focused, so quiet, yet her eyes remain fixed upon the horizon. You think you know all there is to know about her immediately upon meeting her, but everything you think you know is wrong. Passion flows through her like a river of blood.",,poetry,"[' inspirational, poetry']"
29,“Let our scars fall in love.”,― Galway Kinnell,poetry,[' poetry']
30,“Only those who will risk going too far can possibly find out how far one can go.”,― T.S. Eliot,poetry,[' poetry']
31,“This is the way the world ends,Not with a bang but a whimper.”,poetry,"[' apocalypse, despair, poetry']"
32,“As it has been said:,Love and a cough,poetry,[' poetry']
33,"“Forgive, O Lord, my little jokes on Thee",And I'll forgive Thy great big one on me.”,poetry,"[' humor, poetry, religion']"
34,"“Though my soul may set in darkness, it will rise in perfect light;",I have loved the stars too fondly to be fearful of the night.”,poetry,"[' poetry, science, stars']"
35,"“If I had my life to live over again, I would have made a rule to read some poetry and listen to some music at least once every week.”","― Charles Darwin, The Autobiography of Charles Darwin, 1809–82",poetry,"[' arts, life, music, poetry']"
36,“You only live twice:,Once when you are born,poetry,"[' death, haiku, james-bond, philosophy, poetry']"
37,"“Always be a poet, even in prose.”",― Charles Baudelaire,poetry,"[' poetry, prose, writing']"
38,"“If you have the words, there's always a chance that you'll find the way.”","― Seamus Heaney, Stepping Stones: Interviews with Seamus Heaney",poetry,"[' expression, finding-your-voice, poetry']"
39,"“There is a pleasure in the pathless woods,","There is a rapture on the lonely shore,",poetry,"[' nature, poetry, solitude']"
40,"“Watch out for intellect,",because it knows so much it knows nothing,poetry,"[' intellect, love, poetry']"
41,"“...and then, I have nature and art and poetry, and if that is not enough, what is enough?”",― Vincent Willem van Gogh,poetry,"[' art, nature, poetry, suicide']"
42,"“One should always be drunk. That's all that matters...But with what? With wine, with poetry, or with virtue, as you chose. But get drunk.”","― Charles Baudelaire, Paris Spleen",poetry,"[' drunk, poetry, virtue, wine']"
43,“Poetry is what gets lost in translation.”,― Robert Frost,poetry,[' poetry']
44,“Poetry is what happens when nothing else can.”,― Charles Bukowski,poetry,[' poetry']
45,“I like this place and could willingly waste my time in it.”,― William Shakespeare,poetry,"[' as-you-like-it, celia, nature, poetry']"
46,“What a strange thing!,to be alive,poetry,"[' blossoms, cherry-blossoms, haiku, japan, life, poetry, spring']"
47,“We shall not cease from exploration,And the end of all our exploring,poetry,"[' life-experience, poetry, self-discovery, wisdom']"
48,“to live in this world,,poetry,"[' excerpt-from-in-blackwater-woods, poem, poetry']"
49,"“You might as well ask an artist to explain his art, or ask a poet to explain his poem. It defeats the purpose. The meaning is only clear thorough the search.”",― Rick Riordan,poetry,"[' art, artist, painting, poem, poet, poetry']"
50,“Ho! Ho! Ho! To the bottle I go,To heal my heart and drown my woe,poetry,"[' drinking, liquor, poetry, sadness']"
51,"“There is freedom waiting for you,","On the breezes of the sky,",poetry,"[' freedom, inspiration, poetry']"
52,“Do I dare,Disturb the universe?,poetry,"[' life, poetry']"
53,“Let me not to the marriage of true minds,Admit impediments. Love is not love,poetry,"[' love, poetry, shakespeare']"
54,"“I have drunken deep of joy,",And I will taste no other wine tonight.”,poetry,"[' inspirational-attitude, joy, poetry']"
55,“i like my body when it is with your,body. It is so quite new a thing.,poetry,"[' love, poetry']"
56,“Far over the misty mountains cold,To dungeons deep and caverns old,poetry,"[' dwarves, poetry, song']"
57,“The Little Boy and the Old Man,,poetry,"[' humor, old-age, poetry, youth']"
58,“Poetry might be defined as the clear expression of mixed feelings.”,"― W.H. Auden, New Year Letter",poetry,[' poetry']
59,“There is not a particle of life which does not bear poetry within it”,― Gustave Flaubert,poetry,"[' life, poetry']"
60,“My turn shall also come:,I sense the spreading of a wing.”,poetry,"[' growth, poetry']"
61,“I am awaiting,perpetually and forever,poetry,[' poetry']
62,“Summer night--,even the stars,poetry,[' poetry']
63,"“Break a vase, and the love that reassembles the fragments is stronger than that love which took its symmetry for granted when it was whole.”",― Derek Walcott,poetry,[' poetry']
64,“Lovers alone wear sunlight.”,― E.E. Cummings,poetry,"[' adoration, love, poetry']"
65,“listen: there’s a hell,of a good universe next door; let’s go”,poetry,"[' ee-cummings, poetry']"
66,“Separation,,poetry,"[' influence, loneliness, loss, poetry']"
67,"“A man of my acquaintance once wrote a poem called ""The Road Less Traveled"", describing a journey he took through the woods along a path most travelers never used. The poet found that the road less traveled was peaceful but quite lonely, and he was probably a bit nervous as he went along, because if anything happened on the road less traveled, the other travelers would be on the road more frequently traveled and so couldn't hear him as he cried for help. Sure enough, that poet is dead.”","― Lemony Snicket, The Slippery Slope",poetry,[' poetry']
68,“The Journey,,poetry,"[' courage, poetry, strength']"
69,“Poetry heals the wounds inflicted by reason.”,― Novalis,poetry,"[' healing, poetry']"
70,"“Do not go gentle into that good night,",Old age should burn and rave at close of day;,poetry,"[' death-and-dying, inspirational, philosophy, poetry']"
71,"“Once, poets were magicians. Poets were strong, stronger than warriors or kings — stronger than old hapless gods. And they will be strong once again.”",― Greg Bear,poetry,"[' poetry, poets']"
72,“Love.,,poetry,"[' love, poetry']"
73,“I may not always be with you,But when we're far apart,poetry,"[' family, friendship, inspirational, love, poetry, relationships']"
74,“Poetry is eternal graffiti written in the heart of everyone.”,"― Lawrence Ferlinghetti, Americus, Book I",poetry,[' poetry']
75,"“I know you're tired but come, this is the way.”",― Jalalu'l-din Rumi,poetry,"[' divinity, love, poetry, rumi, spiritual, sufi']"
76,“Perhaps the truth depends on a walk around the lake.”,― Wallace Stevens,poetry,"[' poetry, truth']"
77,"“Love consists of this: two solitudes that meet, protect and greet each other. ”",― Rainer Maria Rilke,poetry,[' poetry']
78,"“Anon, who wrote so many poems without signing them, was often a woman.”","― Virginia Woolf, A Room of One's Own",poetry,"[' anonymous, poetry, woman']"
79,“Go into yourself. Find out the reason that commands you to write; see whether it has spread its roots into the very depths of your heart; confess to yourself whether you would have to die if you were forbidden to write.,,poetry,"[' act-of-creation, art, creativity, inspirational, poetry, writing']"
80,“Poetry is the shadow cast by our streetlight imaginations.”,― Lawrence Ferlinghetti,poetry,"[' lyricism, poetry']"
81,“Don't use the phone. People are never ready to answer it. Use poetry.”,― Jack Kerouac,poetry,[' poetry']
82,“Music is the universal language of mankind.”,― Henry Wadsworth Longfellow,poetry,"[' music, poetry, power-of-music']"
83,"“Have you ever lost yourself in a kiss? I mean pure psychedelic inebriation. Not just lustful petting but transcendental metamorphosis when you became aware that the greatness of this being was breathing into you. Licking the sides and corners of your mouth, like sealing a thousand fleshy envelopes filled with the essence of your passionate being and then opened by the same mouth and delivered back to you, over and over again - the first kiss of the rest of your life. A kiss that confirms that the universe is aligned, that the world's greatest resource is love, and maybe even that God is a woman. With or without a belief in God, all kisses are metaphors decipherable by allocations of time, circumstance, and understanding”","― Saul Williams, , said the shotgun to the head.",poetry,"[' love, poetry, spirituality']"
84,"“The rain to the wind said,",You push and I'll pelt.',poetry,"[' poetry, rain']"
85,"“She walks in beauty, like the night",Of cloudless climes and starry skies;,poetry,"[' adoration, beauty, poetry']"
86,"“If I read a book and it makes my whole body so cold no fire can warm me, I know that is poetry. If I feel physically as if the top of my head were taken off, I know that is poetry. These are the only ways I know it. Is there any other way?”","― Emily Dickinson, Selected Letters",poetry,"[' poetry, power-of-words']"
87,"“April is the cruelest month, breeding","lilacs out of the dead land, mixing",poetry,"[' april, cruelty, poetry, seasons, weather']"
88,"“I dreamed I spoke in another's language,","I dreamed I lived in another's skin,",poetry,"[' inspirational, love, poetry']"
89,“Those who are willing to be vulnerable move among mysteries.”,"― Theodore Roethke, Straw for the Fire: From the Notebooks of Theodore Roethke",poetry,"[' life, poetry']"
90,"“Some of you say, “Joy is greater than sorrow,” and others say, “Nay, sorrow is the greater.”","But I say unto you, they are inseparable.",poetry,"[' joy, poetry, sorrow']"
91,"“Out of the night that covers me,","Black as the Pit from pole to pole,",poetry,"[' 1875, invictus, nelson-mandela, poetry']"
92,"“Extinguish my eyes, I'll go on seeing you.","Seal my ears, I'll go on hearing you.",poetry,"[' obsession, poetry']"
93,"“Come away, O human child!",To the waters and the wild,poetry,"[' children, fairies, fantasy, loss-of-innocence, poetry, sorrow']"
94,"“Love, the poet said, is woman's whole existence.”","― Virginia Woolf, Orlando",poetry,"[' love, poetry, women']"
95,"“All my heart is yours, sir: it belongs to you; and with you it would remain, were fate to exile the rest of me from your presence forever.”","― Charlotte Bronte, Jane Eyre",poetry,"[' love, poetry']"
96,“You give but little when you give of your possessions.,It is when you give of yourself that you truly give.”,poetry,"[' generosity, giving, poetry']"
97,"“Stephen kissed me in the spring,","Robin in the fall,",poetry,"[' kiss, love, memories, poetry']"
98,"“Love is heavy and light, bright and dark, hot and cold, sick and healthy, asleep and awake- its everything except what it is! (Act 1, scene 1)”","― William Shakespeare, Romeo & Juliet",poetry,"[' love, poetry']"
99,"“A woman knows very well that, though a wit sends her his poems, praises her judgment, solicits her criticism, and drinks her tea, this by no means signifies that he respects her opinions, admires her understanding, or will refuse, though the rapier is denied him, to run through the body with his pen.”","― Virginia Woolf, Orlando",poetry,"[' criticism, dignity, double-standards, empowerment, equality, feminism, gender, hypocrisy, judgment, men, misogyny, poetry, respect, women, writing']"
100,“I don't care what you say to me. I care what you share with me.”,"― Santosh Kalwar, Quote Me Everyday",poetry,"[' life-lessons, love, poetry, share']"
101,“When Great Trees Fall,,poetry,"[' american-writers, death, i-shall-not-be-moved, life, maya-angelou, peace, poem, poems, poet, poetry, poets, soul, souls, trees, when-great-trees-fall, writers, writing']"
102,"“Given the choice between the experience of pain and nothing, I would choose pain.”","― William Faulkner, The Wild Palms",poetry,"[' life-experience, poetry, sorrow']"
103,"“Though much is taken, much abides; and though",We are not now that strength which in old days,poetry,"[' age, heroism, poetry, ulysses']"
104,“The purpose of life is to be defeated by greater and greater things.”,― Rainer Maria Rilke,poetry,[' poetry']
105,"“We the mortals touch the metals,","the wind, the ocean shores, the stones,",poetry,"[' pablo-neruda, poetry']"
106,“I want to think again of dangerous and noble things.,I want to be light and frolicsome.,poetry,[' poetry']
107,"“some moments are nice, some are","nicer, some are even worth",poetry,"[' bukowski, love, moments, nice, poetry, war-all-the-time, writing']"
108,"“Closed in a room, my imagination becomes the universe, and the rest of the world is missing out.”","― Criss Jami, Diotima, Battery, Electric Personality",poetry,"[' art, artist, artistic, contemplating, dreams, experience, fantasy, fun, imagination, life, perception, perspective, poetry, reading, reality, solitude, songwriting, thinking, thoughts, universe, vicarious, writing']"
109,“I want you to tell me about every person you’ve ever been in love with.,"Tell me why you loved them,",poetry,[' poetry']
110,"“Tears, idle tears, I know not what they mean,",Tears from the depths of some devine despair,poetry,"[' life, memories, poetry, sadness']"
111,“Live not for Battles Won.,Live not for The-End-of-the-Song.,poetry,"[' battles, living, poetry']"
112,"“I turned silences and nights into words. What was unutterable, I wrote down. I made the whirling world stand still.”","― Arthur Rimbaud, A Season in Hell and The Drunken Boat",poetry,"[' poetry, words']"
113,“you,not wanting me,poetry,"[' heartbreak, inspirational, poetry']"
114,“My candle burns at both ends;,It will not last the night;,poetry,"[' intensity, poetry, zeal']"
115,“Dare to love yourself,as if you were a rainbow,poetry,"[' angel-poems, classic-books, classic-quotes, creative-vision, famous-quotes, gold, grace, haiku, haikus, inspirational, inspirational-quotes, inspiring-authors, inspiring-words, joy, love, national-poetry-month, personal-growth, poem-in-your-pocket-day, poetry, positive-motivation, psychotherapy, rainbow, rainbows, self-esteem, self-love, self-motivation, self-respect, spirituality']"
116,"“I love a sunburnt country,","A land of sweeping plains,",poetry,"[' australia, australian, poetry']"
117,“grief is a house,where the chairs,poetry,"[' bereavement, grief, mourning, poetry, sorrow']"
118,“I'm nobody! Who are you?,"Are you nobody, too?",poetry,"[' fame, poetry']"
119,"“The tides are in our veins, we still mirror the stars, life is your child, but there is in me","Older and harder than life and more impartial, the eye that watched before there was an ocean.”",poetry,"[' nature, poetry, the-continent-s-end']"
120,"“I am no longer in love with her, that's certain, but maybe I love her. Love is so short, forgetting is so long.”","― Pablo Neruda, Twenty Love Poems and a Song of Despair",poetry,"[' love, poetry']"
121,“How I go to the woods,,poetry,"[' nature, poetry']"
122,“The poetry of the earth is never dead.”,― John Keats,poetry,"[' environment, nature, poetry']"
123,"“There is a pleasure in the pathless woods,","There is a rapture on the lonely shore,",poetry,"[' nature, poetry']"
124,"“The death of a beautiful woman is, unquestionably, the most poetical topic in the world.”",― Edgar Allan Poe,poetry,"[' beauty, death, poetry, women']"
125,“The Peace of Wild Things,,poetry,"[' nature, peace, poetry']"
126,"“Poetry is just so emo."" he said. ""Oh, the pain. The pain. It always rains. In my soul.”","― John Green, Paper Towns",poetry,"[' emo, poetry, rain']"
127,"“A good poem is a contribution to reality. The world is never the same once a good poem has been added to it. A good poem helps to change the shape of the universe, helps to extend everyone's knowledge of himself and the world around him.”",― Dylan Thomas,poetry,"[' art, poetry, writing']"
128,“do not look for healing,at the feet of those,poetry,"[' abuse-survivors, healing, inspirational, poetry']"
129,"“Don't go far off, not even for a day,",because I don't know how to say it - a day is long,poetry,"[' love, poetry, spanish']"
130,“Time Does Not Bring Relief,,poetry,"[' heartbreak, memories, poetry, sorrow, yearning']"
131,"“To be a poet is a condition, not a profession.”",― Robert Frost,poetry,"[' afflictions, on-writing, poetry']"
132,"“If your daily life seems poor, do not blame it; blame yourself, tell yourself that you are not poet enough to call forth its riches; for to the creator there is no poverty and no poor indifferent place.”","― Rainer Maria Rilke, Letters to a Young Poet",poetry,"[' beauty, creation, creator, life, poetry']"
133,“Love is not love,"Which alters when it alteration finds,",poetry,"[' constancy, love, poetry, sacrifice']"
134,“Though nothing can bring back the hour,"Of splendor in the grass, of glory in the flower;",poetry,"[' glory, hope, poetry, strength']"
135,"“Poetry is just the evidence of life. If your life is burning well, poetry is just the ash.”",― Leonard Cohen,poetry,"[' ash, evidence, inspiration, life, poetry, writing']"
136,"“Love one another, but make not a bond of love:",Let it rather be a moving sea between the shores of your souls.”,poetry,"[' love, poetry, space, trust']"
137,“Genuine poetry can communicate before it is understood.”,― T.S. Eliot,poetry,"[' epistemology, poetry']"
138,“A Dream Within A Dream,,poetry,"[' dreams, hope, poetry']"
139,“may came home with a smooth round stone,as small as a world and as large as alone.”,poetry,"[' loneliness, poetry, travel']"
140,"“Always learn poems by heart. They have to become the marrow in your bones. Like fluoride in the water, they'll make your soul impervious to the world's soft decay.”","― Janet Fitch, White Oleander",poetry,"[' hard, poetry']"
141,“Peace is always beautiful.”,"― Walt Whitman, Leaves of Grass",poetry,"[' peace, poetry']"
142,"“Into the darkness they go, the wise and the lovely. ”",― Edna St. Vincent Millay,poetry,"[' darkness, metaphor, poetry, wisdom']"
143,“How do I love thee? Let me count the ways.,I love thee to the depth and breadth and height,poetry,"[' love, poems, poetry, sonnet, sonnet-xlii']"
144,“The stars are not wanted now: put out every one;,Pack up the moon and dismantle the sun;,poetry,[' poetry']
145,"“I love the silent hour of night,","For blissful dreams may then arise,",poetry,"[' dreams, night, poetry']"
146,"“Poetry, she thought, wasn't written to be analyzed; it was meant to inspire without reason, to touch without understanding.”","― Nicholas Sparks, The Notebook",poetry,[' poetry']
147,“life's not a paragraph,And death i think is no parenthesis”,poetry,[' poetry']
148,"“With me poetry has not been a purpose, but a passion.”",― Edgar Allan Poe,poetry,[' poetry']
149,"“Lovers and madmen have such seething brains,","Such shaping fantasies, that apprehend",poetry,"[' comprehension, devils, earth, egypt, fantasy, helen, imagination, love, lover, lunatic, madmen, poet, poetry, reason, words']"
150,“If I can see pain in your eyes then share with me your tears. If I can see joy in your eyes then share with me your smile.”,― Santosh Kalwar,poetry,"[' eyes, joy, pain, poetry, share, smile, tears']"
151,“The breezes at dawn have secrets to tell you,Don't go back to sleep!,poetry,"[' belle-prater-s-boy, poetry, ruth-white']"
152,“Beauty is eternity gazing at itself in a mirror.,But you are eternity and you are the mirror.”,poetry,"[' beauty, eternity, poetry']"
153,“It was at that age,that poetry came in search of me.”,poetry,"[' neruda, poetry']"
154,"“I went down to the river,",I set down on the bank.,poetry,"[' death, desperation, drowning, poetry, suicide']"
155,"“You will always be the bread and the knife, not to mention the crystal goblet and—somehow—the wine.”",― Billy Collins,poetry,[' poetry']
156,"“I lean to you, numb as a fossil. Tell me I'm here.”","― Sylvia Plath, The Collected Poems",poetry,"[' numbness, poetry']"
157,"“We have calcium in our bones, iron in our veins, carbon in our souls, and nitrogen in our brains. 93 percent stardust, with souls made of flames, we are all just stars that have people names.”",― Nikita Gill,poetry,"[' poetry, stars']"
158,“The Uses Of Sorrow,,poetry,"[' darkness, poetry, sorrow']"
159,“Late Fragment,,poetry,"[' love, poetry']"
160,"“He was my North, my South, my East and West,","My working week and my Sunday rest,",poetry,"[' death, love, poetry']"
161,"“Still, what I want in my life",is to be willing,poetry,[' poetry']
162,“your hand,touching mine.,poetry,"[' collide, falling-in-love, galaxies, galaxy, hands, indian-authors, love-poems, love-quotes, magical, poetry, poetry-quotes, romance, short-poems, touch, touching']"
163,“O Me! O life!... of the questions of these recurring;,Of the endless trains of the faithless—of cities fill’d with the foolish;,poetry,"[' life, meaning, poetry']"
164,“A Word is Dead,,poetry,"[' poetry, words']"
165,“I discover myself on the verge of a usual mistake.”,"― Walt Whitman, Song of Myself",poetry,[' poetry']
166,"“I am too alone in the world, and yet not alone enough",to make every moment holy.,poetry,"[' growth, poetry, solitude']"
167,"“Falling in love is very real, but I used to shake my head when people talked about soul mates, poor deluded individuals grasping at some supernatural ideal not intended for mortals but sounded pretty in a poetry book. Then, we met, and everything changed, the cynic has become the converted, the sceptic, an ardent zealot.”","― E.A. Bucchianeri, Brushstrokes of a Gadfly,",poetry,"[' catholic-author, falling-in-love, first-love, i-love-you, i-love-you-always, i-love-you-no-matter-what, idealism, inspirational-love, love, love-at-first-sight, poetry, romance, romantic, self-discovery, soul-mates, supernatural, true-love']"
168,"“You remember too much,",my mother said to me recently.,poetry,"[' burdens, memory, poems, poetry, remembering']"
169,“There are things known,and there are things unknown,poetry,[' poetry']
170,"“Green was the silence, wet was the light,",the month of June trembled like a butterfly.”,poetry,"[' atmosphere, june, light, love-poetry, poetry, silence, summer']"
171,“i carry your heart with me(i carry it in my heart)”,"― E.E. Cummings, Selected Poems",poetry,"[' love, poetry']"
172,“It is strange how often a heart must be broken,Before the years can make it wise.”,poetry,"[' heart, heartbreak, poetry, wisdom']"
173,“O serpent heart hid with a flowering face!,Did ever a dragon keep so fair a cave?,poetry,"[' death, hate, love, poetry, shakespeare']"
174,“I Wandered Lonely as a Cloud,,poetry,"[' daffodils, peace, poetry, serenity']"
175,"“The Moving Finger writes; and, having writ,",Moves on: nor all thy Piety nor Wit,poetry,"[' indelibility, poetry, regret, time']"
176,"“I have outlasted all desire,",My dreams and I have grown apart;,poetry,"[' death, desire, dreams, grief, heart, lonliness, numbness, poetry']"
177,"“The bridge will only take you halfway there, to those mysterious lands you long to see. Through gypsy camps and swirling Arab fair, and moonlit woods where unicorns run free. So come and walk awhile with me and share the twisting trails and wondrous worlds I've known. But this bridge will only take you halfway there. The last few steps you have to take alone.”",― Shel Silverstein,poetry,[' poetry']
178,"“Be still, sad heart! and cease repining;",Behind the clouds is the sun still shining;,poetry,"[' heart, life, poetry, sorrow']"
179,“The heart can think of no devotion,Greater than being shore to the ocean-,poetry,"[' devotion, love, poetry']"
180,“you can take this mouth,this wound you want,poetry,"[' marriage, passion, poetry, relationships, sex']"
181,"“When you part from your friend, you grieve not;","For that which you love most in him may be clearer in his absence, as",poetry,"[' friendship, grief, poetry, seperation']"
182,“My imagination makes me human and makes me a fool; it gives me all the world and exiles me from it.”,― Ursula K. Le Guin,poetry,"[' equality, humanity, imagination, loneliness, poetry, solipsism, world']"
183,“I am stuffing your mouth with your,promises and watching,poetry,"[' lies, poetry, promises']"
184,“I?,I walk alone;,poetry,[' poetry']
185,“may my heart always be open to little,birds who are the secrets of living,poetry,"[' poetry, youth']"
186,“I wanted all things,"To seem to make some sense,",poetry,"[' consolatory, poetry']"
187,"“I must create a system, or be enslaved by another man's. I will not reason and compare: my business is to create.”","― William Blake, Jerusalem: The Emanation of the Giant Albion",poetry,[' poetry']
188,“What if you slept,And what if,poetry,"[' dreams, poetry']"
189,“How happy is the little stone,"That rambles in the road alone,",poetry,"[' autonomy, poems, poetry']"
190,“The More Loving One,,poetry,"[' love, poetry']"
191,“Be silent and safe — silence never betrays you;,Be true to your word and your work and your friend;,poetry,"[' advice, friends, inspirational, judgement, motivational, poetry, praise, safety, silence, true, trust, work']"
192,“I would love to say,that you,poetry,"[' love, poetry']"
193,“Once in a golden hour,I cast to earth a seed.,poetry,"[' criticism, judgement, poetry']"
194,“in a world,full of,poetry,"[' feelings, fleeting, forever, forever-love, hopeless-romantic, perpetual, poetry, poetry-quotes, poets, soulful, soulmates, temporary, valentine-s-day']"
195,"“I would define, in brief, the poetry of words as the rhythmical creation of beauty.”","― Edgar Allan Poe, The Poetic Principle",poetry,"[' beauty, poetry, rhythm']"
196,"“If you love me, Henry, you don’t love me in a way I understand.”","― Richard Siken, Crush",poetry,"[' love, poetry']"
197,“You who never arrived,"in my arms, Beloved, who were lost",poetry,[' poetry']
198,“Funeral Blues,,poetry,"[' death, grief, loss, love, mourning, poem, poetry']"
199,"“A poet is, before anything else, a person who is passionately in love with language.”","― W.H. Auden, The Complete Works of W.H. Auden: Prose, Volume II: 1939-1948",poetry,"[' language, poetry, words']"
200,“Love After Love,,poetry,"[' love, poetry, self']"
201,“Of two sisters,"one is always the watcher,",poetry,"[' action, dancing, observing, poem, poetry, sisters, watching']"
202,"“We, unaccustomed to courage",exiles from delight,poetry,"[' courage, fear, freedom, life, lonliness, love, pain, poetry']"
203,“I hunger for your sleek laugh and your hands the color of a furious harvest. I want to eat the sunbeams flaring in your beauty.”,― Pablo Neruda,poetry,"[' lust, poetry']"
204,"“Why, man, he doth bestride the narrow world",Like a Colossus; and we petty men,poetry,"[' caesar, colossus, dishonor, giant, grave, influence, julius-caesar, persona, petty, poetry']"
205,“I give you this to take with you:,"Nothing remains as it was. If you know this, you can",poetry,"[' change, leaving, moving, poetry, rebirth, time']"
206,"“Like a sculptor, if necessary,",carve a friend out of stone.,poetry,"[' blind, muhammad, muslim, poetry, rumi, unity']"
207,"“Time for you and time for me,","And time yet for a hundred indecisions,",poetry,[' poetry']
208,"“The words ‘I Love You’ kill, and resurrect millions, in less than a second.”","― Aberjhani, Elemental: The Power of Illuminated Love",poetry,"[' intimacy, life-lessons, love, peace, peacekeeping, philosophy, poetry, relationships, spirituality, trust, war']"
209,"“Beauty is truth, truth beauty,—that is all","Ye know on earth, and all ye need to know”",poetry,"[' beauty, poetry, truth']"
210,“Caged Bird,,poetry,"[' cage, freedom, poetry']"
211,“You fit into me,like a hook into an eye,poetry,"[' poetry, relationships']"
212,“the saddest thing is to be,"a minute to someone,",poetry,"[' eternity, heartbreak, indian-authors, love-quotes, loving, loving-someone, minutes, pain, poetry, poetry-quotes, sad-quotes, sadness, unrequited-love']"
213,“You are never too old to become younger!”,― Mae West,poetry,"[' maturity, paradox, poetry, story, story-telling, youthfulness']"
214,"“She was a beautiful dreamer. The kind of girl, who kept her head in the clouds, loved above the stars and left regret beneath the earth she walked on.”",― robert m drake,poetry,"[' happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing']"
215,“I Go Down To The Shore,,poetry,"[' nature, poetry']"
216,“The Poet With His Face In His Hands,,poetry,[' poetry']
217,“What can be explained is not poetry.”,― W.B. Yeats,poetry,"[' poetry, yeats']"
218,"“I crave your mouth, your voice, your hair.","Silent and starving, I prowl through the streets.",poetry,"[' love, passion, poetry, sonnet-xi']"
219,"“That night when you kissed me, I left a poem in your mouth, and you can hear some of the lines every time you breathe out.”",― Andrea Gibson,poetry,"[' love, poetry, relationships, romance']"
220,"“You shall love your crooked neighbour, with your crooked heart.”",― Wystan Hugh Auden,poetry,"[' human-nature, poetry']"
221,“A Man Said to the Universe,,poetry,"[' existence, meaning, poetry, purpose, universe']"
222,“In the Desert,,poetry,"[' bitterness, heart, poetry']"
223,“Life is but a day;,A fragile dew-drop on its perilous way,poetry,"[' life, poetry, transience']"
224,“Poetry is the rhythmical creation of beauty in words.”,― Edgar Allan Poe,poetry,[' poetry']
225,"“To be great, be whole;","Exclude nothing, exaggerate nothing that is not you.",poetry,"[' poetry, truth, wholeness']"
